"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","poutcome","predicted_y","bmodtest1","bmodtest1_y"
"3963",38,0,0,6,0,0,0,0,3,3,232,3,1,"0","0","0"
"3964",54,1,1,6,1,2,0,0,1,2,128,2,1,"0","0","0"
"3965",27,0,1,6,0,0,2,1,6,1,86,1,0,"1","1","1"
"3966",35,7,1,3,1,2,0,0,6,3,215,1,1,"0","0","0"
"3967",35,0,1,2,0,0,0,1,6,3,259,1,1,"0","0","0"
"3968",42,0,2,6,0,0,0,0,7,4,72,1,1,"0","0","0"
"3969",34,9,1,6,0,0,0,0,0,2,82,5,1,"0","0","0"
"3970",35,2,1,1,0,2,0,1,4,3,147,2,1,"0","0","0"
"3971",26,8,2,3,1,2,0,0,6,3,205,1,1,"0","0","0"
"3972",48,1,1,2,0,2,0,0,1,4,118,3,1,"0","0","0"
"3973",48,0,0,6,0,2,0,0,6,2,554,1,1,"0","0","0"
"3974",28,1,2,2,0,2,0,1,6,3,49,1,1,"0","0","0"
"3975",47,9,1,3,0,2,0,0,3,2,388,3,1,"0","0","0"
"3976",32,0,0,6,0,2,2,0,6,1,156,5,1,"1","0","0"
"3977",43,1,1,0,1,2,2,0,6,4,240,1,1,"0","0","0"
"3978",36,9,2,6,0,0,0,1,7,3,36,1,1,"0","0","0"
"3979",30,1,2,2,0,0,2,1,7,4,117,1,1,"1","0","0"
"3980",31,4,2,3,0,2,0,1,6,1,159,2,1,"0","0","0"
"3981",53,0,1,3,0,0,0,0,7,4,291,2,1,"0","0","0"
"3982",54,0,1,3,0,2,0,0,1,0,92,1,1,"0","0","0"
"3983",35,7,1,3,0,2,0,0,0,2,137,1,0,"0","0","0"
"3984",26,1,2,2,0,2,0,1,6,4,155,1,1,"0","0","0"
"3985",26,0,2,2,0,2,0,0,3,2,36,5,1,"0","0","0"
"3986",27,1,1,3,0,0,0,0,6,2,136,5,0,"0","0","0"
"3987",47,9,0,6,0,0,0,0,6,0,306,3,0,"0","0","0"
"3988",46,0,0,6,0,0,0,1,7,0,36,5,1,"0","0","0"
"3989",49,0,1,3,1,0,0,0,8,4,169,1,2,"1","1","1"
"3990",34,0,2,6,0,2,0,0,6,0,69,5,1,"0","0","0"
"3991",39,1,1,0,0,2,0,1,6,4,151,3,1,"0","0","0"
"3992",36,1,1,3,0,2,0,0,6,0,154,1,1,"0","0","0"
"3993",35,4,1,6,0,0,0,0,6,2,370,1,1,"0","0","0"
"3994",44,7,0,3,0,0,0,0,3,1,119,3,1,"0","0","0"
"3995",37,3,1,0,1,2,0,0,1,3,176,1,1,"0","0","0"
"3996",30,0,2,6,0,2,2,0,3,4,554,3,1,"1","1","1"
"3997",40,1,1,1,0,0,0,1,3,1,63,5,1,"0","0","0"
"3998",40,1,1,0,1,1,1,1,6,4,374,1,1,"0","0","0"
"3999",27,0,2,3,0,0,0,0,0,2,229,1,1,"1","1","1"
"4000",32,0,2,6,0,0,0,0,0,3,49,2,1,"0","0","0"
"4001",35,3,2,0,1,1,1,0,7,4,316,1,0,"0","0","0"
"4002",55,9,2,5,0,2,0,0,6,1,517,3,0,"1","1","1"
"4003",54,1,1,2,1,0,0,1,4,3,72,1,1,"0","0","0"
"4004",30,9,1,5,0,1,1,1,6,4,137,2,1,"0","0","0"
"4005",54,6,1,3,0,2,0,0,1,2,204,4,1,"0","0","0"
"4006",49,3,1,0,1,1,1,1,6,3,524,2,1,"0","0","0"
"4007",29,7,2,3,1,2,0,0,3,0,289,2,1,"0","0","0"
"4008",29,9,2,5,0,2,0,0,1,4,472,1,1,"1","0","0"
"4009",46,10,1,2,0,2,2,0,4,3,554,4,0,"0","0","0"
"4010",47,0,0,3,0,2,0,0,6,3,105,1,1,"0","0","0"
"4011",44,9,1,6,0,0,0,0,1,2,214,2,1,"0","0","0"
"4012",39,1,0,2,1,0,0,0,6,4,106,1,1,"0","0","0"
"4013",54,5,0,6,0,2,0,0,6,0,133,1,1,"0","0","0"
"4014",29,0,2,6,1,0,0,0,1,0,88,1,1,"0","0","0"
"4015",55,4,1,6,0,0,0,0,3,0,241,2,1,"0","0","0"
"4016",31,9,1,5,1,2,0,0,1,4,84,2,1,"0","0","0"
"4017",38,7,1,3,0,2,2,0,6,0,302,1,1,"0","0","0"
"4018",31,9,2,5,0,0,0,0,0,1,217,1,1,"0","0","0"
"4019",32,9,1,6,0,0,2,0,7,4,234,1,0,"1","0","0"
"4020",35,0,1,3,0,0,0,0,3,3,160,2,1,"0","0","0"
"4021",33,9,2,5,0,2,0,0,6,4,201,1,0,"0","0","0"
"4022",55,5,0,0,0,0,0,0,8,2,247,2,1,"0","0","0"
"4023",30,0,2,3,0,0,0,0,3,3,176,1,1,"0","0","0"
"4024",55,1,2,0,0,2,0,0,3,1,554,1,1,"0","0","0"
"4025",36,1,1,0,1,0,0,0,6,3,234,1,1,"0","0","0"
"4026",31,0,0,6,0,0,0,0,5,1,248,4,1,"1","1","1"
"4027",46,7,0,3,0,0,0,0,6,1,222,3,1,"0","0","0"
"4028",43,1,1,2,0,2,2,0,6,3,317,2,1,"0","0","0"
"4029",34,9,1,3,0,0,0,0,6,1,347,1,0,"1","0","0"
"4030",47,9,0,3,0,0,2,0,3,2,417,5,1,"0","0","0"
"4031",53,7,0,3,1,2,0,0,0,2,198,1,1,"0","0","0"
"4032",32,0,2,6,0,0,0,0,6,4,532,2,1,"1","1","1"
"4033",51,6,1,6,1,2,0,1,4,3,36,1,1,"0","0","0"
"4034",52,9,0,6,0,0,2,0,1,3,554,1,1,"0","0","0"
"4035",29,0,1,3,0,2,0,0,4,4,554,3,1,"0","0","0"
"4036",55,1,0,2,0,2,0,1,6,4,543,2,1,"0","0","0"
"4037",33,0,1,6,0,0,0,0,3,2,278,1,1,"0","0","0"
"4038",54,0,1,6,0,0,0,0,3,2,36,5,1,"0","0","0"
"4039",50,0,2,6,0,0,0,0,1,3,372,1,2,"1","1","1"
"4040",53,7,1,3,0,0,2,0,3,3,347,3,1,"0","0","0"
"4041",36,1,1,2,0,0,0,0,0,3,129,1,1,"0","0","0"
"4042",39,0,1,5,0,2,0,1,6,3,292,5,1,"0","0","0"
"4043",28,0,2,3,0,0,0,0,3,2,554,2,1,"0","0","0"
"4044",42,0,2,3,1,2,0,0,3,4,145,3,1,"0","0","0"
"4045",42,1,1,0,0,0,0,0,3,1,100,4,1,"0","0","0"
"4046",55,2,1,6,0,2,0,1,6,3,148,4,1,"0","0","0"
"4047",34,2,1,6,0,2,2,1,0,0,130,1,1,"0","0","0"
"4048",51,0,0,3,0,2,0,0,1,3,192,1,2,"0","0","0"
"4049",40,1,0,2,1,0,0,1,4,3,479,1,1,"0","0","0"
"4050",35,9,1,5,0,0,0,0,1,0,222,5,1,"0","0","0"
"4051",26,0,2,6,0,2,0,0,0,2,342,3,1,"0","0","0"
"4052",40,9,1,5,0,1,1,0,1,1,139,5,1,"0","0","0"
"4053",26,8,2,3,0,2,0,0,0,2,354,3,1,"1","0","0"
"4054",45,0,2,2,0,2,2,0,0,3,119,2,0,"0","0","0"
"4055",49,7,1,3,0,0,0,0,1,3,203,1,1,"0","0","0"
"4056",29,7,2,3,0,2,0,1,4,2,554,3,1,"0","0","0"
"4057",32,10,1,3,0,0,0,1,9,3,36,1,0,"0","0","0"
"4058",52,1,1,0,0,2,0,0,0,4,249,1,1,"0","0","0"
"4059",50,7,1,1,0,2,0,0,1,2,181,1,1,"0","0","0"
"4060",33,0,2,3,0,2,0,0,1,0,554,3,1,"1","1","1"
"4061",55,0,1,6,0,2,0,0,4,4,151,1,1,"0","0","0"
"4062",41,6,1,6,0,2,2,1,6,3,442,2,1,"0","0","0"
"4063",29,1,1,2,0,2,0,0,6,1,554,1,1,"0","0","0"
"4064",49,9,1,5,0,2,0,1,4,0,36,5,1,"0","0","0"
"4065",43,1,1,0,1,2,0,0,6,4,147,1,1,"0","0","0"
"4066",48,7,1,3,1,0,0,0,1,2,554,1,1,"1","0","0"
"4067",37,3,1,6,0,0,0,0,8,2,178,2,2,"0","0","0"
"4068",45,0,0,6,0,0,0,0,6,3,167,1,2,"1","1","1"
"4069",32,7,2,5,0,2,2,1,6,0,249,1,1,"0","0","0"
"4070",39,9,1,7,0,2,0,0,3,2,108,4,1,"0","0","0"
"4071",37,9,0,5,0,0,2,0,3,1,100,2,1,"0","0","0"
"4072",36,9,1,2,0,0,0,1,6,0,476,3,1,"0","0","0"
"4073",26,0,2,6,0,0,0,0,0,4,314,1,0,"1","1","1"
"4074",50,10,1,0,1,2,0,0,0,0,71,1,1,"0","0","0"
"4075",39,1,1,2,0,2,0,0,0,2,253,1,1,"0","0","0"
"4076",42,1,1,0,0,0,0,0,3,0,504,1,1,"0","0","0"
"4077",46,0,1,2,1,2,0,1,4,0,554,3,1,"1","1","1"
"4078",47,4,0,6,0,0,0,1,4,2,554,1,1,"0","0","0"
"4079",44,1,1,0,1,0,0,0,6,3,554,1,0,"0","0","0"
"4080",30,0,1,6,0,0,0,1,6,0,294,4,1,"0","0","0"
"4081",47,3,1,0,1,0,0,0,3,1,78,1,1,"0","0","0"
"4082",30,0,1,3,1,2,0,0,0,2,554,1,1,"1","0","0"
"4083",38,0,1,6,0,2,0,0,0,0,107,1,1,"1","1","1"
"4084",43,1,1,2,1,0,0,1,6,0,554,2,1,"0","0","0"
"4085",29,0,1,6,0,2,0,1,4,0,36,5,1,"0","0","0"
"4086",34,0,1,3,1,0,0,0,3,4,241,2,1,"0","0","0"
"4087",40,1,1,2,1,2,2,0,6,4,131,2,0,"0","0","0"
"4088",53,3,1,0,0,2,0,0,9,0,129,2,1,"0","0","0"
"4089",37,1,2,1,1,1,1,1,4,3,82,2,1,"0","0","0"
"4090",31,7,2,3,0,0,0,0,6,4,343,2,1,"0","0","0"
"4091",37,1,1,3,0,2,2,1,6,3,172,5,1,"0","0","0"
"4092",39,0,1,6,0,0,0,1,6,3,109,4,1,"0","0","0"
"4093",30,9,2,6,1,2,0,0,1,2,103,2,1,"0","0","0"
"4094",55,3,2,5,0,0,2,0,0,2,335,1,1,"1","0","0"
"4095",55,9,1,5,0,0,0,0,7,2,51,2,1,"0","0","0"
"4096",27,0,1,3,0,2,0,0,3,2,141,1,1,"0","0","0"
"4097",34,7,1,3,0,2,0,0,0,4,98,1,1,"0","0","0"
"4098",54,1,0,0,1,0,0,0,3,2,143,1,1,"0","0","0"
"4099",31,7,0,3,0,0,0,0,0,1,330,1,1,"0","0","0"
"4100",41,1,1,2,0,2,0,0,6,3,155,4,0,"0","0","0"
"4101",50,1,1,0,1,2,2,1,4,0,144,5,1,"0","0","0"
"4102",41,0,2,6,0,1,1,0,0,2,554,1,1,"1","1","1"
"4103",46,0,1,6,0,0,0,0,1,1,67,5,1,"0","0","0"
"4104",55,0,1,2,0,2,0,0,1,0,60,2,1,"0","0","0"
"4105",26,0,1,3,0,2,2,1,4,4,119,2,1,"0","0","0"
"4106",37,9,1,6,0,0,0,1,6,4,360,2,1,"0","0","0"
"4107",41,7,2,7,1,0,0,0,3,3,554,5,1,"1","1","1"
"4108",31,1,1,0,0,2,0,0,6,4,158,1,0,"0","0","0"
"4109",42,0,0,6,0,2,0,0,1,0,77,1,1,"0","0","0"
"4110",48,1,1,0,1,0,0,1,6,3,70,4,1,"0","0","0"
"4111",39,1,1,2,0,2,0,0,7,4,158,1,1,"0","0","0"
"4112",47,0,0,3,0,2,0,1,4,2,554,1,1,"0","0","0"
"4113",36,4,1,6,0,0,0,0,4,2,194,1,1,"1","0","0"
"4114",39,0,2,6,0,0,0,0,3,3,60,1,1,"0","0","0"
"4115",31,1,2,2,0,0,0,0,6,2,304,2,0,"0","0","0"
"4116",38,3,0,3,1,2,0,1,6,1,204,1,1,"0","0","0"
"4117",55,5,0,2,0,0,0,0,3,0,554,3,1,"0","0","0"
"4118",35,1,2,7,0,2,0,1,6,3,152,1,1,"0","0","0"
"4119",45,1,1,7,0,2,0,0,0,2,554,1,0,"1","1","1"
"4120",55,9,0,5,1,0,0,1,6,4,390,1,1,"0","0","0"
"4121",52,1,1,0,0,0,0,0,1,1,209,2,1,"0","0","0"
"4122",49,9,1,5,0,0,0,0,1,1,92,2,1,"0","0","0"
"4123",35,0,1,6,0,0,0,0,3,1,554,2,2,"1","1","1"
"4124",36,9,1,6,0,0,0,1,6,3,210,1,1,"0","0","0"
"4125",44,1,2,0,0,2,0,1,4,1,76,1,1,"0","0","0"
"4126",36,1,2,5,1,2,0,0,6,4,206,1,1,"0","0","0"
"4127",26,9,2,5,0,2,0,0,1,3,122,1,1,"0","0","0"
"4128",37,9,1,5,0,2,2,0,5,4,395,1,2,"1","1","1"
"4129",41,9,1,5,0,0,0,0,1,3,152,1,1,"0","0","0"
"4130",41,9,1,5,0,2,0,0,7,1,545,2,1,"0","0","0"
"4131",29,9,0,6,0,0,2,1,4,3,554,2,1,"0","0","0"
"4132",50,7,1,3,0,2,0,0,7,3,129,1,0,"0","0","0"
"4133",55,9,1,7,0,0,0,0,1,3,47,1,0,"0","0","0"
"4134",52,0,1,3,0,2,0,0,1,0,131,1,1,"0","0","0"
"4135",43,1,0,2,1,2,0,0,6,0,59,4,1,"0","0","0"
"4136",40,2,1,2,0,2,0,0,0,0,554,2,1,"0","0","0"
"4137",36,0,1,6,0,0,0,1,6,0,404,1,1,"0","0","0"
"4138",27,0,2,6,0,0,2,0,4,3,154,1,1,"1","0","0"
"4139",42,9,1,6,0,0,0,1,6,1,64,2,1,"0","0","0"
"4140",29,4,2,6,0,2,0,0,1,2,82,2,1,"0","0","0"
"4141",50,10,1,3,0,0,0,0,7,2,554,3,1,"1","0","0"
"4142",41,1,1,0,0,0,0,1,4,2,163,1,1,"0","0","0"
"4143",26,0,2,3,0,0,0,0,3,4,71,4,1,"0","0","0"
"4144",55,1,1,2,0,0,0,0,6,2,554,2,0,"0","0","0"
"4145",37,1,1,2,0,2,0,0,6,0,210,1,1,"0","0","0"
"4146",42,0,1,3,0,0,0,1,6,3,69,1,1,"0","0","0"
"4147",27,0,2,6,0,0,0,0,3,3,207,1,1,"0","0","0"
"4148",45,6,0,6,0,0,0,0,7,1,89,1,1,"0","0","0"
"4149",32,4,2,6,0,0,0,0,3,0,237,2,0,"0","0","0"
"4150",26,8,2,5,0,0,2,0,6,0,182,2,1,"0","0","0"
"4151",26,8,2,3,0,2,0,1,6,2,287,2,1,"0","0","0"
"4152",36,9,1,6,0,2,0,0,6,1,219,2,1,"0","0","0"
"4153",55,1,1,2,0,2,0,0,3,3,106,2,1,"0","0","0"
"4154",55,5,2,0,0,2,0,0,8,2,185,2,1,"0","0","0"
"4155",33,0,2,3,0,2,0,0,7,2,172,2,1,"0","0","0"
"4156",38,9,2,5,0,2,0,0,0,1,152,5,1,"0","0","0"
"4157",52,9,1,2,0,2,0,0,7,3,54,1,1,"0","0","0"
"4158",31,0,1,6,0,2,0,0,1,2,96,5,1,"0","0","0"
"4159",38,9,2,6,0,2,2,1,6,3,156,1,1,"0","0","0"
"4160",46,9,0,2,0,2,0,1,6,2,128,2,1,"0","0","0"
"4161",43,0,1,6,1,1,1,1,4,3,104,2,1,"0","0","0"
"4162",45,0,1,3,0,2,2,0,3,1,283,4,1,"0","0","0"
"4163",44,1,1,0,1,2,0,0,1,2,79,1,1,"0","0","0"
"4164",50,1,0,0,0,0,0,0,3,2,150,5,1,"0","0","0"
"4165",37,1,1,0,0,0,0,1,6,0,85,2,1,"0","0","0"
"4166",34,0,2,6,0,2,0,0,1,2,98,1,1,"0","0","0"
"4167",28,0,0,3,0,0,2,1,6,2,155,2,1,"0","0","0"
"4168",55,5,0,6,0,0,0,1,3,0,87,1,1,"0","0","0"
"4169",54,1,1,0,0,2,0,1,6,3,291,5,1,"0","0","0"
"4170",55,9,1,0,0,0,0,0,8,2,306,3,2,"1","1","1"
"4171",28,0,1,3,1,2,2,0,3,3,554,3,1,"0","0","0"
"4172",31,9,1,5,0,0,0,1,6,0,258,2,1,"0","0","0"
"4173",44,0,1,3,0,0,0,0,1,1,116,1,1,"0","0","0"
"4174",55,9,1,2,1,2,2,0,3,2,155,5,1,"0","0","0"
"4175",44,9,0,7,0,0,2,1,6,2,233,2,1,"0","0","0"
"4176",46,1,1,2,1,2,0,0,1,2,48,1,1,"0","0","0"
"4177",36,1,1,2,0,0,2,0,6,3,239,1,1,"0","0","0"
"4178",50,9,1,6,0,0,0,1,3,0,78,5,1,"0","0","0"
"4179",33,6,1,6,0,2,0,0,1,3,418,3,1,"0","0","0"
"4180",38,4,1,7,0,0,0,1,6,1,554,1,1,"0","0","0"
"4181",31,0,0,3,0,0,0,1,6,3,271,3,1,"0","0","0"
"4182",42,6,1,6,1,2,0,0,1,3,91,2,1,"0","0","0"
"4183",41,4,1,2,0,0,0,0,7,2,329,2,1,"0","0","0"
"4184",31,0,2,6,0,2,0,0,3,4,152,4,1,"0","0","0"
"4185",46,11,1,0,1,0,0,1,6,3,257,2,1,"0","0","0"
"4186",31,4,2,6,1,0,0,1,4,0,100,3,1,"0","0","0"
"4187",31,9,1,2,0,2,0,0,3,4,81,1,1,"0","0","0"
"4188",39,0,2,3,0,0,0,1,3,2,97,1,1,"0","0","0"
"4189",35,0,2,6,0,0,0,1,1,3,396,3,1,"1","1","1"
"4190",28,9,2,6,0,0,0,0,5,1,142,2,1,"0","1","1"
"4191",30,4,2,6,0,0,2,0,4,0,244,5,1,"0","1","1"
"4192",36,0,1,6,0,2,0,1,4,0,36,3,1,"0","0","0"
"4193",55,5,1,2,0,2,0,1,4,1,198,1,1,"0","0","0"
"4194",52,6,2,6,1,2,0,1,6,1,37,1,1,"0","0","0"
"4195",40,9,2,5,1,2,0,0,6,2,111,3,1,"0","0","0"
"4196",32,10,2,6,0,2,0,0,1,0,88,1,0,"0","0","0"
"4197",32,0,0,6,0,2,0,0,1,2,77,2,1,"0","0","0"
"4198",28,6,1,6,0,2,0,1,7,4,36,1,0,"0","0","0"
"4199",32,1,1,2,0,0,0,0,6,2,72,2,1,"0","0","0"
"4200",26,1,2,2,0,2,0,0,6,0,54,4,1,"0","0","0"
"4201",36,0,2,7,0,0,0,0,3,3,209,1,1,"0","0","0"
"4202",32,10,1,2,0,0,0,1,4,1,143,2,1,"0","0","0"
"4203",37,3,1,6,1,0,0,1,6,4,554,3,1,"0","0","0"
"4204",47,6,1,6,0,1,1,0,1,3,95,4,1,"0","0","0"
"4205",48,4,1,6,0,2,0,0,7,1,112,1,2,"1","1","1"
"4206",28,0,2,3,0,0,0,1,3,2,535,2,1,"0","0","0"
"4207",37,2,2,6,0,0,0,1,6,0,129,2,1,"0","0","0"
"4208",33,10,1,0,0,0,0,0,6,1,205,1,1,"1","0","0"
"4209",42,1,1,2,0,0,0,0,3,2,554,3,1,"0","0","0"
"4210",45,6,0,6,0,0,0,0,3,1,179,5,1,"0","0","0"
"4211",28,0,2,6,0,0,0,0,3,2,554,2,1,"0","0","0"
"4212",30,9,0,5,0,2,0,1,4,1,80,3,1,"0","0","0"
"4213",29,9,2,6,0,0,2,0,3,3,293,1,1,"0","0","0"
"4214",30,4,1,6,0,0,0,0,3,4,103,4,1,"0","0","0"
"4215",37,1,2,1,0,0,0,0,3,3,338,3,1,"0","0","0"
"4216",33,9,0,5,0,0,2,0,1,1,68,1,1,"0","0","0"
"4217",31,0,2,3,0,2,0,1,2,1,36,1,1,"0","0","0"
"4218",43,7,1,2,0,0,0,1,4,2,110,5,1,"0","0","0"
"4219",39,1,1,0,1,2,0,1,6,1,335,3,1,"0","0","0"
"4220",36,1,1,2,0,0,0,0,6,3,151,1,1,"0","0","0"
"4221",28,0,1,3,0,0,0,1,4,0,113,3,1,"0","0","0"
"4222",27,0,2,6,0,2,0,0,1,0,177,2,1,"0","0","0"
"4223",35,4,0,6,0,0,0,0,1,1,288,5,1,"0","0","0"
"4224",55,0,2,7,0,2,0,0,3,0,153,2,1,"0","0","0"
"4225",31,10,1,6,0,0,0,0,1,4,124,3,1,"0","0","0"
"4226",26,8,2,6,1,0,2,0,3,0,226,2,1,"0","0","0"
"4227",35,0,1,6,0,2,0,0,7,4,112,1,1,"0","0","0"
"4228",33,9,0,6,0,2,2,0,3,2,260,1,1,"1","0","0"
"4229",43,9,1,5,0,2,0,0,1,4,78,5,1,"0","0","0"
"4230",39,7,1,3,0,2,0,1,6,2,45,1,0,"0","0","0"
"4231",43,9,1,5,0,2,0,0,3,2,554,1,1,"0","0","0"
"4232",31,7,2,2,0,0,0,0,6,3,163,1,1,"0","0","0"
"4233",32,9,1,3,0,2,0,0,1,3,554,3,1,"0","0","0"
"4234",31,0,2,6,0,0,0,0,3,1,173,1,1,"0","0","0"
"4235",33,0,2,6,0,2,0,0,0,2,280,1,2,"0","0","0"
"4236",42,4,1,7,1,0,0,1,6,0,456,2,1,"0","0","0"
"4237",40,0,1,3,0,0,2,1,3,4,36,1,1,"0","0","0"
"4238",50,0,1,2,0,2,0,0,1,2,61,1,1,"0","0","0"
"4239",31,0,2,6,0,2,0,1,4,3,116,1,1,"0","0","0"
"4240",30,9,2,6,0,0,0,1,4,3,174,1,1,"0","0","0"
"4241",26,1,1,2,0,2,0,0,3,0,207,1,1,"0","0","0"
"4242",32,8,2,3,0,2,0,0,3,2,554,2,1,"0","0","0"
"4243",54,2,1,2,0,0,2,1,4,0,249,5,1,"0","0","0"
"4244",29,0,2,3,0,2,0,1,4,2,63,2,1,"0","0","0"
"4245",49,9,1,5,0,2,0,1,6,1,232,1,1,"0","0","0"
"4246",34,1,0,5,0,0,2,1,6,2,291,2,1,"0","0","0"
"4247",30,0,1,6,0,0,2,0,6,1,85,2,2,"1","1","1"
"4248",31,0,0,3,1,0,2,1,4,0,36,4,1,"0","0","0"
"4249",37,1,2,3,0,2,0,0,7,1,128,1,1,"0","0","0"
"4250",34,9,1,6,0,2,2,0,1,0,289,5,1,"0","0","0"
"4251",33,0,1,6,0,2,0,1,3,0,52,4,1,"0","0","0"
"4252",55,1,1,0,1,0,0,1,6,0,70,3,1,"0","0","0"
"4253",38,1,2,0,1,0,0,1,6,3,87,1,1,"0","0","0"
"4254",39,9,1,6,0,0,0,0,3,3,62,2,1,"0","0","0"
"4255",54,7,1,0,1,2,0,1,6,1,554,5,1,"0","0","0"
"4256",28,0,2,3,0,0,0,1,5,0,234,2,1,"0","0","0"
"4257",37,6,0,6,0,2,2,1,6,1,146,1,1,"0","0","0"
"4258",36,0,2,6,0,2,2,0,4,4,554,1,1,"1","1","1"
"4259",45,2,1,2,1,0,0,1,4,0,326,1,1,"0","0","0"
"4260",34,0,2,6,0,0,0,0,1,1,271,2,1,"0","0","0"
"4261",28,1,2,7,0,0,0,0,3,2,554,1,1,"0","0","0"
"4262",51,1,1,0,1,2,2,1,6,3,180,2,1,"0","0","0"
"4263",33,1,2,0,0,0,0,1,6,3,172,1,1,"0","0","0"
"4264",47,0,1,3,0,0,0,1,6,0,189,1,1,"0","0","0"
"4265",30,0,2,6,0,2,0,0,1,4,105,1,1,"0","0","0"
"4266",52,4,1,6,1,0,0,0,1,3,95,5,1,"0","0","0"
"4267",53,9,1,3,0,2,0,0,1,4,329,1,1,"0","0","0"
"4268",30,7,2,3,0,2,0,0,6,2,189,1,1,"0","0","0"
"4269",55,3,1,2,1,2,0,0,1,1,164,1,1,"0","0","0"
"4270",52,3,1,0,1,2,0,1,4,1,65,1,1,"0","0","0"
"4271",33,0,2,7,0,0,0,0,5,2,196,3,0,"0","0","0"
"4272",55,5,1,6,0,2,0,0,1,1,401,1,1,"1","0","0"
"4273",55,9,2,3,0,2,0,0,1,1,72,2,1,"0","0","0"
"4274",55,1,1,0,1,0,0,0,1,4,243,1,1,"0","0","0"
"4275",42,9,1,5,1,2,0,0,3,2,554,5,1,"0","0","0"
"4276",38,0,2,1,1,0,0,1,6,3,250,1,1,"0","0","0"
"4277",55,5,1,5,0,0,2,0,8,2,103,1,0,"0","0","0"
"4278",31,1,2,0,0,2,0,0,3,2,136,1,1,"0","0","0"
"4279",26,0,2,6,0,0,0,0,3,4,285,3,1,"0","0","0"
"4280",49,1,1,2,0,0,0,1,3,2,75,1,1,"0","0","0"
"4281",37,0,2,2,0,2,2,0,6,4,147,1,1,"0","0","0"
"4282",55,4,0,6,0,2,0,0,9,2,554,1,0,"1","1","1"
"4283",37,1,2,5,0,0,0,1,6,1,128,1,1,"0","0","0"
"4284",55,3,1,0,0,2,2,0,3,2,69,1,1,"0","0","0"
"4285",33,0,1,3,0,0,0,0,3,0,36,2,1,"0","0","0"
"4286",26,7,2,3,0,2,0,0,6,2,239,3,1,"1","0","0"
"4287",53,11,2,7,0,2,0,0,3,2,343,1,1,"1","0","0"
"4288",55,9,1,5,1,0,2,0,1,2,190,1,1,"0","0","0"
"4289",28,0,1,6,0,2,0,0,0,2,63,1,1,"0","0","0"
"4290",32,0,2,3,0,0,0,0,0,2,554,1,1,"1","0","0"
"4291",39,1,1,1,0,0,0,1,4,3,554,1,1,"0","0","0"
"4292",45,7,1,5,0,2,0,0,1,2,125,4,1,"0","0","0"
"4293",34,6,2,6,0,0,0,0,3,4,554,1,1,"1","1","1"
"4294",55,2,1,7,1,0,0,0,3,2,384,4,1,"0","0","0"
"4295",44,9,0,5,1,2,0,0,0,2,36,3,0,"0","0","0"
"4296",31,1,2,7,0,2,0,1,4,1,400,1,1,"0","0","0"
"4297",55,5,1,2,1,0,0,0,3,2,149,5,1,"0","0","0"
"4298",40,0,2,3,1,2,0,0,6,1,222,2,0,"0","0","0"
"4299",29,7,2,3,0,0,2,1,4,1,36,1,1,"0","0","0"
"4300",31,9,1,6,0,0,0,0,7,4,298,1,0,"0","0","0"
"4301",46,1,0,5,0,2,0,0,1,4,254,2,1,"0","0","0"
"4302",55,0,1,7,1,2,0,0,3,0,150,2,1,"0","0","0"
"4303",45,7,1,3,0,0,0,0,3,3,89,1,1,"0","0","0"
"4304",36,0,1,6,0,0,0,0,4,4,334,1,1,"1","1","1"
"4305",55,9,1,5,1,0,0,1,3,3,55,5,1,"0","0","0"
"4306",42,0,2,6,0,2,0,1,4,0,520,3,1,"1","1","1"
"4307",55,1,1,0,1,2,0,0,6,3,92,1,1,"0","0","0"
"4308",38,7,0,3,0,0,0,0,6,0,78,1,0,"0","0","0"
"4309",28,9,2,5,0,0,0,0,6,4,554,2,0,"0","0","0"
"4310",32,2,1,0,0,2,0,0,7,4,547,5,1,"0","0","0"
"4311",55,9,0,1,0,2,0,0,6,1,86,4,1,"0","0","0"
"4312",49,1,1,0,1,0,0,1,4,1,174,2,1,"0","0","0"
"4313",28,9,2,3,0,0,0,1,6,0,184,2,1,"0","0","0"
"4314",32,0,0,3,0,0,0,0,6,1,111,1,1,"0","0","0"
"4315",30,9,2,5,0,2,0,0,0,0,346,2,1,"0","0","0"
"4316",29,2,1,0,0,0,0,0,3,3,103,4,1,"0","0","0"
"4317",26,9,2,6,0,2,0,1,6,3,38,1,1,"0","0","0"
"4318",34,9,1,2,0,2,0,0,0,1,554,2,1,"1","0","0"
"4319",40,1,1,1,1,2,0,0,0,1,88,1,0,"0","0","0"
"4320",52,10,1,3,0,2,0,1,4,3,235,2,1,"0","0","0"
"4321",28,0,2,3,0,0,0,0,3,1,154,1,1,"0","0","0"
"4322",48,2,1,2,0,2,0,0,3,4,438,2,1,"0","0","0"
"4323",32,1,1,0,1,2,0,0,3,4,82,1,1,"0","0","0"
"4324",41,0,2,6,0,2,0,0,7,2,80,1,1,"0","0","0"
"4325",28,0,2,3,0,2,0,0,8,3,83,2,0,"0","0","0"
"4326",47,0,2,2,0,2,2,0,3,2,392,2,2,"1","1","1"
"4327",55,5,0,6,0,2,0,0,0,1,199,5,2,"1","1","1"
"4328",31,1,1,1,0,0,0,1,4,4,62,1,1,"0","0","0"
